term,strongs,book,chapter,verse,word,morph,kjv_verse
προσεύχομαι,G4336,Jas,5,14,προσευξάσθωσαν,V-ADM-3P,"Is any sick among you? let him call for the elders of the church; and let them pray over him, anointing him with oil in the name of the Lord:"
προσεύχομαι,G4336,Jas,5,17,προσηύξατο,V-ADI-3S,"Elias was a man subject to like passions as we are, and he prayed earnestly that it might not rain: and it rained not on the earth by the space of three years and six months."
προσεύχομαι,G4336,Jas,5,18,προσηύξατο,V-ADI-3S,"And he prayed again, and the heaven gave rain, and the earth brought forth her fruit."
προσεύχομαι,G4336,Jud,1,20,"προσευχόμενοι,",V-PNP-NPM,"But ye, beloved, building up yourselves on your most holy faith, praying in the Holy Ghost,"
ἐντυγχάνω,G1793,Act,25,24,ἐνέτυχόν,V-2AAI-3P,"And Festus said, King Agrippa, and all men which are here present with us, ye see this man, about whom all the multitude of the Jews have dealt with me, both at Jerusalem, and also here, crying that he ought not to live any longer."
ἐντυγχάνω,G1793,Rom,8,27,ἐντυγχάνει,V-PAI-3S,"And he that searcheth the hearts knoweth what is the mind of the Spirit, because he maketh intercession for the saints according to the will of God."
ἐντυγχάνω,G1793,Rom,8,34,ἐντυγχάνει,V-PAI-3S,"Who is he that condemneth? It is Christ that died, yea rather, that is risen again, who is even at the right hand of God, who also maketh intercession for us."
ἐντυγχάνω,G1793,Rom,11,2,ἐντυγχάνει,V-PAI-3S,"God hath not cast away his people which he foreknew. Wot ye not what the scripture saith of Elias? how he maketh intercession to God against Israel, saying,"
ἐντυγχάνω,G1793,Heb,7,25,ἐντυγχάνειν,V-PAN,"Wherefore he is able also to save them to the uttermost that come unto God by him, seeing he ever liveth to make intercession for them."
εὐχαριστέω,G2168,Mat,15,36,εὐχαριστήσας,V-AAP-NSM,"And he took the seven loaves and the fishes, and gave thanks, and brake them, and gave to his disciples, and the disciples to the multitude."
εὐχαριστέω,G2168,Mat,26,27,εὐχαριστήσας,V-AAP-NSM,"And he took the cup, and gave thanks, and gave it to them, saying, Drink ye all of it;"
εὐχαριστέω,G2168,Mrk,8,6,εὐχαριστήσας,V-AAP-NSM,"And he commanded the people to sit down on the ground: and he took the seven loaves, and gave thanks, and brake, and gave to his disciples to set before them; and they did set them before the people."
εὐχαριστέω,G2168,Mrk,14,23,εὐχαριστήσας,V-AAP-NSM,"And he took the cup, and when he had given thanks, he gave it to them: and they all drank of it."
εὐχαριστέω,G2168,Luk,17,16,εὐχαριστῶν,V-PAP-NSM,"And fell down on his face at his feet, giving him thanks: and he was a Samaritan."
εὐχαριστέω,G2168,Luk,18,11,εὐχαριστῶ,V-PAI-1S,"The Pharisee stood and prayed thus with himself, God, I thank thee, that I am not as other men are, extortioners, unjust, adulterers, or even as this publican."
εὐχαριστέω,G2168,Luk,22,17,εὐχαριστήσας,V-AAP-NSM,"And he took the cup, and gave thanks, and said, Take this, and divide it among yourselves:"
εὐχαριστέω,G2168,Luk,22,19,εὐχαριστήσας,V-AAP-NSM,"And he took bread, and gave thanks, and brake it, and gave unto them, saying, This is my body which is given for you: this do in remembrance of me."
εὐχαριστέω,G2168,Jhn,6,11,εὐχαριστήσας,V-AAP-NSM,"And Jesus took the loaves; and when he had given thanks, he distributed to the disciples, and the disciples to them that were set down; and likewise of the fishes as much as they would."
εὐχαριστέω,G2168,Jhn,6,23,εὐχαριστήσαντος,V-AAP-GSM,"(Howbeit there came other boats from Tiberias nigh unto the place where they did eat bread, after that the Lord had given thanks:)"
εὐχαριστέω,G2168,Jhn,11,41,εὐχαριστῶ,V-PAI-1S,"Then they took away the stone from the place where the dead was laid. And Jesus lifted up his eyes, and said, Father, I thank thee that thou hast heard me."
εὐχαριστέω,G2168,Act,27,35,εὐχαρίστησεν,V-AAI-3S,"And when he had thus spoken, he took bread, and gave thanks to God in presence of them all: and when he had broken it, he began to eat."
εὐχαριστέω,G2168,Act,28,15,εὐχαριστήσας,V-AAP-NSM,"And from thence, when the brethren heard of us, they came to meet us as far as Appii forum, and The three taverns: whom when Paul saw, he thanked God, and took courage."
εὐχαριστέω,G2168,Rom,1,8,εὐχαριστῶ,V-PAI-1S,"First, I thank my God through Jesus Christ for you all, that your faith is spoken of throughout the whole world."
εὐχαριστέω,G2168,Rom,1,21,"ηὐχαρίστησαν,",V-AAI-3P,"Because that, when they knew God, they glorified him not as God, neither were thankful; but became vain in their imaginations, and their foolish heart was darkened."
εὐχαριστέω,G2168,Rom,14,6,εὐχαριστεῖ,V-PAI-3S,"He that regardeth the day, regardeth it unto the Lord; and he that regardeth not the day, to the Lord he doth not regard it. He that eateth, eateth to the Lord, for he giveth God thanks; and he that eateth not, to the Lord he eateth not, and giveth God thanks."
εὐχαριστέω,G2168,Rom,14,6,εὐχαριστεῖ,V-PAI-3S,"He that regardeth the day, regardeth it unto the Lord; and he that regardeth not the day, to the Lord he doth not regard it. He that eateth, eateth to the Lord, for he giveth God thanks; and he that eateth not, to the Lord he eateth not, and giveth God thanks."
εὐχαριστέω,G2168,Rom,16,4,εὐχαριστῶ,V-PAI-1S,"Who have for my life laid down their own necks: unto whom not only I give thanks, but also all the churches of the Gentiles."
εὐχαριστέω,G2168,1Co,1,4,Εὐχαριστῶ,V-PAI-1S,"I thank my God always on your behalf, for the grace of God which is given you by Jesus Christ;"
εὐχαριστέω,G2168,1Co,1,14,εὐχαριστῶ,V-PAI-1S,"I thank God that I baptized none of you, but Crispus and Gaius;"
εὐχαριστέω,G2168,1Co,10,30,εὐχαριστῶ;,V-PAI-1S,"For if I by grace be a partaker, why am I evil spoken of for that for which I give thanks?"
εὐχαριστέω,G2168,1Co,11,24,εὐχαριστήσας,V-AAP-NSM,"And when he had given thanks, he brake it, and said, Take, eat: this is my body, which is broken for you: this do in remembrance of me."
εὐχαριστέω,G2168,1Co,14,17,"εὐχαριστεῖς,",V-PAI-2S,"For thou verily givest thanks well, but the other is not edified."
εὐχαριστέω,G2168,1Co,14,18,Εὐχαριστῶ,V-PAI-1S,"I thank my God, I speak with tongues more than ye all:"
εὐχαριστέω,G2168,2Co,1,11,εὐχαριστηθῇ,V-APS-3S,"Ye also helping together by prayer for us, that for the gift bestowed upon us by the means of many persons thanks may be given by many on our behalf."
εὐχαριστέω,G2168,Eph,1,16,εὐχαριστῶν,V-PAP-NSM,"Cease not to give thanks for you, making mention of you in my prayers;"
εὐχαριστέω,G2168,Eph,5,20,εὐχαριστοῦντες,V-PAP-NPM,Giving thanks always for all things unto God and the Father in the name of our Lord Jesus Christ;
εὐχαριστέω,G2168,Php,1,3,Εὐχαριστῶ,V-PAI-1S,"I thank my God upon every remembrance of you,"
εὐχαριστέω,G2168,Col,1,3,Εὐχαριστοῦμεν,V-PAI-1P,"We give thanks to God and the Father of our Lord Jesus Christ, praying always for you,"
εὐχαριστέω,G2168,Col,1,12,εὐχαριστοῦντες,V-PAP-NPM,"Giving thanks unto the Father, which hath made us meet to be partakers of the inheritance of the saints in light:"
εὐχαριστέω,G2168,Col,3,17,εὐχαριστοῦντες,V-PAP-NPM,"And whatsoever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him."
εὐχαριστέω,G2168,1Th,1,2,Εὐχαριστοῦμεν,V-PAI-1P,"We give thanks to God always for you all, making mention of you in our prayers;"
εὐχαριστέω,G2168,1Th,2,13,εὐχαριστοῦμεν,V-PAI-1P,"For this cause also thank we God without ceasing, because, when ye received the word of God which ye heard of us, ye received it not as the word of men, but as it is in truth, the word of God, which effectually worketh also in you that believe."
εὐχαριστέω,G2168,1Th,5,18,εὐχαριστεῖτε·,V-PAM-2P,In every thing give thanks: for this is the will of God in Christ Jesus concerning you.
εὐχαριστέω,G2168,2Th,1,3,Εὐχαριστεῖν,V-PAN,"We are bound to thank God always for you, brethren, as it is meet, because that your faith groweth exceedingly, and the charity of every one of you all toward each other aboundeth;"
εὐχαριστέω,G2168,2Th,2,13,εὐχαριστεῖν,V-PAN,"But we are bound to give thanks alway to God for you, brethren beloved of the Lord, because God hath from the beginning chosen you to salvation through sanctification of the Spirit and belief of the truth:"
εὐχαριστέω,G2168,Phm,1,4,Εὐχαριστῶ,V-PAI-1S,"I thank my God, making mention of thee always in my prayers,"
εὐχαριστέω,G2168,Rev,11,17,εὐχαριστοῦμέν,V-PAI-1P,"Saying, We give thee thanks, O Lord God Almighty, which art, and wast, and art to come; because thou hast taken to thee thy great power, and hast reigned."
